IDCliente,AbandonoEmpresa,Genero,CiudadanoTerceraEdad,Soltero-a,Dependientes,MesesAntiguedad,ServicioTelefonico,SuscripcionLineasMultiples,SuscripcionServicioInternet,SuscripcionSeguridadEnLinea,SuscripcionCopiaDeSeguridadEnLinea,SuscripcionProteccionDispositivo,SuscripcionSoporteTecnico,ServicioEnLineaTransmisionTV,internet.StreamingMovies,Contrato,FacturaElectronica,MetodoPago,CargosMensuales,CargosTotales,Cuentas_Diarias,Rango_MesesAntiguedad,CargosMensuales_por_MesesAntiguedad
4043-MKDTV,0,Masculino,0,1,0,71,1,0,Fibra optica,0,1,1,1,1,1,Dos años,1,Cheque electronico,105.25,7291.75,3.5083333333333333,71-80,7472.75
4049-ZPALD,0,Femenino,0,1,0,64,1,0,Fibra optica,1,0,1,0,1,1,Dos años,1,Transferencia bancaria (automatica),99.0,6375.8,3.3,61-70,6336.0
4054-CUMIA,0,Femenino,0,1,1,18,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,20.25,401.95,0.675,11-20,364.5
4056-QHXHZ,0,Femenino,0,1,1,72,1,1,Fibra optica,1,0,1,1,1,1,Dos años,0,Cheque por correo,107.45,7576.7,3.5816666666666666,71-80,7736.400000000001
4057-FKCZK,0,Masculino,0,1,1,58,1,1,Fibra optica,0,0,0,0,1,0,Dos años,0,Transferencia bancaria (automatica),82.5,4828.05,2.75,51-60,4785.0
4059-IIEBK,0,Femenino,0,0,0,7,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),78.55,522.95,2.618333333333333,0-10,549.85
4060-LDNLU,0,Masculino,0,0,0,7,1,1,Fibra optica,0,0,0,0,1,1,Mensual,0,Cheque electronico,96.2,639.7,3.2066666666666666,0-10,673.4
4061-UKJWL,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,45.45,141.7,1.5150000000000001,0-10,136.35000000000002
4062-HBMOS,0,Masculino,0,0,0,52,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,103.05,5364.8,3.435,51-60,5358.599999999999
4063-EIKNQ,0,Masculino,0,1,1,11,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),20.95,267.35,0.6983333333333334,11-20,230.45
4065-JJAVA,0,Femenino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque electronico,49.5,49.5,1.65,0-10,49.5
4067-HLYQI,0,Femenino,0,0,0,33,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),70.4,2406.1,2.3466666666666667,31-40,2323.2000000000003
4070-OKWVH,0,Femenino,0,1,0,52,1,1,Fibra optica,0,1,1,0,1,0,Mensual,0,Transferencia bancaria (automatica),94.6,5025.8,3.1533333333333333,51-60,4919.2
4072-IPYLT,0,Femenino,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),51.05,1815.0,1.7016666666666667,31-40,1837.8
4074-SJFFA,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque por correo,54.75,54.75,1.825,0-10,54.75
4075-JFPGR,0,Femenino,0,1,0,51,1,0,Fibra optica,1,1,1,0,1,0,Anual,1,Cheque electronico,93.5,4619.55,3.1166666666666667,51-60,4768.5
4075-WKNIU,0,Femenino,0,1,1,0,1,1,DSL,0,1,1,1,1,0,Dos años,0,Cheque por correo,73.35,,2.445,0-10,0.0
4077-CROMM,1,Femenino,0,1,1,31,1,1,Fibra optica,0,0,1,1,1,1,Mensual,1,Cheque electronico,104.2,3243.45,3.4733333333333336,31-40,3230.2000000000003
4077-HWUYD,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),87.55,6463.15,2.9183333333333334,71-80,6303.599999999999
4078-SAYYN,1,Femenino,0,0,0,11,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,100.75,1129.75,3.3583333333333334,11-20,1108.25
4079-ULGFR,0,Masculino,0,0,0,16,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.0,275.7,0.6666666666666666,11-20,320.0
4079-VTGLK,0,Masculino,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Dos años,0,Cheque electronico,74.85,2181.75,2.4949999999999997,31-40,2245.5
4079-WWQQQ,0,Masculino,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),65.55,4807.45,2.185,71-80,4719.599999999999
4080-IIARD,0,Femenino,0,1,0,13,1,1,DSL,1,1,0,1,1,0,Mensual,1,Cheque electronico,76.2,981.45,2.54,11-20,990.6
4080-OGPJL,1,Femenino,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Mensual,0,Cheque electronico,71.15,563.65,2.371666666666667,0-10,569.2
4081-DYXAV,1,Femenino,0,0,0,19,0,0,DSL,0,0,0,0,1,1,Anual,1,Tarjeta de credito (automatica),44.85,893.55,1.495,11-20,852.15
4083-BFNYK,0,Femenino,1,1,0,38,1,1,Fibra optica,1,1,0,0,0,1,Anual,0,Tarjeta de credito (automatica),95.0,3591.25,3.1666666666666665,31-40,3610.0
4083-EUGRJ,1,Masculino,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.25,178.5,0.675,0-10,182.25
4086-ATNFV,0,Femenino,0,1,1,34,1,0,DSL,1,1,1,0,0,0,Anual,1,Cheque por correo,60.8,2042.05,2.0266666666666664,31-40,2067.2
4086-WITJG,0,Masculino,0,1,1,71,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.7,1301.1,0.6566666666666666,71-80,1398.7
4086-YQSNZ,1,Femenino,1,1,0,3,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,80.4,224.05,2.68,0-10,241.20000000000002
4088-YLDSU,1,Masculino,0,1,0,55,1,1,Fibra optica,0,0,1,1,1,1,Anual,1,Cheque electronico,104.15,5743.05,3.4716666666666667,51-60,5728.25
4090-KPJIP,0,Femenino,0,0,0,3,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.95,212.4,2.4983333333333335,0-10,224.85000000000002
4091-TVOCN,0,Masculino,0,0,1,48,1,1,DSL,1,0,1,0,1,1,Anual,1,Tarjeta de credito (automatica),78.75,3682.45,2.625,41-50,3780.0
4092-OFQZS,0,Masculino,0,1,0,20,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,20.65,417.5,0.6883333333333332,21-30,413.0
4094-NSEDU,1,Femenino,1,0,0,21,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,94.25,1973.75,3.1416666666666666,21-30,1979.25
4097-YODCF,0,Masculino,0,0,1,34,1,1,Fibra optica,1,1,0,0,1,1,Anual,1,Cheque electronico,103.8,3470.8,3.46,31-40,3529.2
4098-NAUKP,0,Masculino,1,1,1,68,1,1,Fibra optica,0,1,1,0,0,0,Mensual,1,Cheque electronico,84.65,5683.6,2.8216666666666668,61-70,5756.200000000001
4102-HLENU,0,Femenino,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Dos años,0,Cheque por correo,65.65,4322.85,2.1883333333333335,61-70,4398.55
4102-OQUPX,1,Masculino,1,1,0,1,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.4,74.4,2.48,0-10,74.4
4104-PVRPS,0,Masculino,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque por correo,53.6,1315.35,1.7866666666666666,21-30,1286.4
4106-HADHQ,1,Masculino,0,1,1,39,1,0,DSL,1,0,1,1,1,1,Anual,0,Tarjeta de credito (automatica),80.0,3182.95,2.6666666666666665,31-40,3120.0
4109-CYRBD,0,Masculino,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,51.6,1442.0,1.72,21-30,1496.4
4110-PFEUZ,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque por correo,69.55,69.55,2.3183333333333334,0-10,69.55
4111-BNXIF,0,Femenino,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Dos años,1,Cheque electronico,59.55,4103.9,1.9849999999999999,61-70,3989.85
4112-LUEIZ,1,Masculino,0,0,0,10,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,89.5,863.1,2.9833333333333334,11-20,895.0
4114-QMKVN,0,Femenino,0,1,1,56,1,1,DSL,1,1,0,0,0,1,Anual,0,Transferencia bancaria (automatica),68.75,3815.4,2.2916666666666665,51-60,3850.0
4115-BNPJY,0,Masculino,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Dos años,0,Cheque por correo,75.55,2054.4,2.518333333333333,21-30,2190.95
4115-NZRKS,0,Femenino,1,0,0,7,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,89.15,574.35,2.9716666666666667,0-10,624.0500000000001
4115-UMJFQ,0,Masculino,0,0,0,69,0,0,DSL,0,1,1,0,0,0,Anual,1,Transferencia bancaria (automatica),35.75,2492.25,1.1916666666666667,61-70,2466.75
4116-IQRFR,0,Masculino,0,1,1,4,1,1,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),24.1,73.1,0.8033333333333333,0-10,96.4
4116-TZAQJ,1,Femenino,0,0,0,9,1,0,Fibra optica,1,0,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),74.25,639.65,2.475,0-10,668.25
4118-CEVPF,0,Femenino,1,0,0,35,1,1,Fibra optica,1,1,1,1,1,1,Anual,1,Transferencia bancaria (automatica),110.8,3836.3,3.6933333333333334,31-40,3878.0
4119-ZYPZY,0,Masculino,1,0,0,71,1,1,Fibra optica,0,1,0,1,1,1,Dos años,1,Cheque electronico,106.8,7623.2,3.56,71-80,7582.8
4121-AGSIN,0,Femenino,0,1,1,58,1,1,No,0,0,0,0,0,0,Anual,1,Tarjeta de credito (automatica),24.5,1497.9,0.8166666666666667,51-60,1421.0
4123-DVHPH,0,Masculino,0,1,0,9,1,1,Fibra optica,1,0,0,0,0,1,Mensual,1,Cheque electronico,88.05,801.3,2.935,0-10,792.4499999999999
4123-FCVCB,0,Femenino,0,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual,1,Cheque por correo,75.85,854.45,2.5283333333333333,11-20,910.1999999999999
4124-MMETB,1,Masculino,0,0,0,22,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Tarjeta de credito (automatica),94.65,2104.55,3.1550000000000002,21-30,2082.3
4128-ETESU,0,Femenino,1,1,0,47,1,1,Fibra optica,0,0,1,0,1,1,Mensual,0,Cheque electronico,99.7,4747.2,3.3233333333333333,41-50,4685.900000000001
4129-LYCOI,0,Femenino,0,0,1,67,1,1,Fibra optica,0,1,0,1,1,1,Dos años,1,Cheque electronico,104.0,7039.05,3.466666666666667,61-70,6968.0
4130-MZLCC,0,Femenino,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),50.55,244.75,1.6849999999999998,0-10,252.75
4132-KALRO,0,Femenino,0,0,0,4,1,1,Fibra optica,0,0,0,1,1,1,Mensual,1,Cheque por correo,100.85,399.25,3.3616666666666664,0-10,403.4
4132-POCZS,0,Masculino,0,1,0,52,0,0,DSL,1,0,0,0,0,1,Mensual,1,Cheque electronico,39.9,2020.9,1.3299999999999998,51-60,2074.7999999999997
4134-BSXLX,0,Masculino,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Mensual,0,Cheque por correo,60.9,1785.65,2.03,21-30,1705.2
4135-FRWKJ,0,Femenino,1,1,1,55,1,1,DSL,1,0,1,1,1,0,Anual,0,Cheque electronico,76.25,4154.55,2.5416666666666665,51-60,4193.75
4137-BTIKL,0,Masculino,0,0,0,2,1,1,Fibra optica,1,0,0,0,0,1,Mensual,0,Cheque por correo,90.75,174.75,3.025,0-10,181.5
4137-JOPHL,0,Femenino,0,0,0,50,1,0,Fibra optica,0,0,1,1,0,1,Dos años,1,Transferencia bancaria (automatica),89.7,4304.5,2.99,51-60,4485.0
4138-NAXED,0,Masculino,0,0,0,51,1,1,Fibra optica,0,1,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),81.0,4085.75,2.7,51-60,4131.0
4139-DETXS,0,Femenino,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Dos años,0,Transferencia bancaria (automatica),64.45,4528.0,2.1483333333333334,71-80,4640.400000000001
4139-JPIAM,0,Masculino,0,0,0,51,0,0,DSL,1,0,0,1,0,1,Mensual,1,Tarjeta de credito (automatica),44.45,2181.55,1.4816666666666667,51-60,2266.9500000000003
4139-SUGLD,1,Masculino,0,1,1,31,0,0,DSL,1,0,0,1,0,0,Mensual,0,Transferencia bancaria (automatica),35.4,1077.5,1.18,31-40,1097.3999999999999
4140-MUHUG,1,Femenino,1,0,0,3,1,0,Fibra optica,0,0,1,0,1,0,Mensual,1,Cheque electronico,86.85,220.95,2.895,0-10,260.54999999999995
4140-WJAWW,1,Femenino,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),19.85,108.05,0.6616666666666667,0-10,99.25
4143-HHPMK,1,Masculino,0,0,0,52,1,0,Fibra optica,0,1,0,0,0,1,Mensual,1,Cheque electronico,85.35,4338.6,2.8449999999999998,51-60,4438.2
4143-OOBWZ,1,Masculino,0,1,0,5,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,81.3,416.3,2.71,0-10,406.5
4145-UQXUQ,1,Femenino,1,0,0,8,1,0,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,92.1,729.95,3.07,0-10,736.8
4146-SVFUD,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,44.6,44.6,1.4866666666666668,0-10,44.6
4154-AQUGT,1,Masculino,1,1,0,13,1,0,Fibra optica,0,1,0,1,0,1,Mensual,1,Transferencia bancaria (automatica),89.05,1169.35,2.9683333333333333,11-20,1157.6499999999999
4159-NAAIX,0,Femenino,0,0,0,63,1,1,Fibra optica,0,1,0,0,1,1,Dos años,0,Transferencia bancaria (automatica),97.45,6253.0,3.2483333333333335,61-70,6139.35
4160-AMJTL,1,Femenino,1,0,0,8,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.65,164.3,0.6549999999999999,0-10,157.2
4163-HFTUK,0,Masculino,0,0,0,51,1,0,No,0,0,0,0,0,0,Anual,0,Cheque electronico,19.1,1007.8,0.6366666666666667,51-60,974.1
4163-KIUHY,0,Masculino,0,0,0,35,1,1,No,0,0,0,0,0,0,Mensual,1,Cheque electronico,25.6,901.25,0.8533333333333334,31-40,896.0
4163-NCJAK,0,Femenino,0,1,0,46,1,1,No,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automatica),24.45,1066.15,0.815,41-50,1124.7
4174-LPGTI,1,Femenino,0,1,1,41,1,0,DSL,0,1,0,1,0,1,Anual,1,Transferencia bancaria (automatica),66.5,2728.6,2.216666666666667,41-50,2726.5
4176-FXYBO,0,Masculino,0,1,0,54,1,1,Fibra optica,1,1,1,0,1,1,Mensual,0,Cheque electronico,109.55,6118.95,3.6516666666666664,51-60,5915.7
4176-RELJR,0,Masculino,1,0,0,67,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),25.1,1672.15,0.8366666666666667,61-70,1681.7
4177-JPDFU,0,Masculino,0,0,0,12,0,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque por correo,34.0,442.45,1.1333333333333333,11-20,408.0
4178-EGMON,0,Masculino,0,1,0,70,1,1,Fibra optica,1,1,0,1,0,0,Dos años,1,Tarjeta de credito (automatica),88.0,5986.45,2.933333333333333,71-80,6160.0
4182-BGSIQ,0,Femenino,0,1,1,10,1,0,No,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),19.8,196.75,0.66,11-20,198.0
4183-MYFRB,0,Femenino,0,0,0,21,1,0,Fibra optica,0,1,1,0,0,1,Mensual,1,Cheque electronico,90.05,1862.9,3.0016666666666665,21-30,1891.05
4183-WCSEP,1,Masculino,0,0,0,31,1,0,Fibra optica,0,1,0,1,0,0,Mensual,1,Cheque electronico,78.45,2435.15,2.615,31-40,2431.9500000000003
4184-TJFAN,1,Femenino,1,1,1,3,1,0,Fibra optica,1,0,0,1,1,0,Mensual,1,Cheque por correo,88.3,273.75,2.9433333333333334,0-10,264.9
4184-VODJZ,0,Masculino,0,1,1,63,1,1,Fibra optica,0,1,0,0,0,1,Anual,1,Cheque electronico,91.35,5764.7,3.045,61-70,5755.049999999999
4186-ZBUEW,0,Femenino,0,0,0,36,1,1,DSL,0,1,0,1,0,1,Anual,1,Cheque por correo,70.7,2511.95,2.356666666666667,31-40,2545.2000000000003
4187-CINZD,1,Femenino,1,0,0,46,1,0,Fibra optica,0,1,0,0,1,1,Anual,0,Tarjeta de credito (automatica),95.25,4424.2,3.175,41-50,4381.5
4188-FRABG,0,Masculino,0,1,0,57,1,1,Fibra optica,1,1,1,1,1,0,Mensual,1,Cheque electronico,103.05,5925.75,3.435,51-60,5873.849999999999
4188-PCPIG,0,Femenino,0,1,0,57,1,0,DSL,1,1,0,1,1,0,Dos años,1,Tarjeta de credito (automatica),70.35,4124.65,2.3449999999999998,51-60,4009.95
4189-NAKJS,0,Masculino,0,0,0,26,1,1,DSL,0,0,0,0,0,0,Anual,1,Tarjeta de credito (automatica),51.55,1295.4,1.7183333333333333,21-30,1340.3
4190-MFLUW,1,Femenino,0,1,1,10,1,0,DSL,0,0,1,1,0,0,Mensual,0,Tarjeta de credito (automatica),55.2,528.35,1.84,11-20,552.0
4191-XOVOM,0,Masculino,0,0,0,63,1,1,Fibra optica,0,1,0,1,1,1,Mensual,0,Cheque electronico,105.4,6713.2,3.5133333333333336,61-70,6640.200000000001
4192-GORJT,1,Masculino,0,1,0,5,1,0,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,94.45,498.1,3.1483333333333334,0-10,472.25
4193-IBKSW,0,Masculino,0,1,1,72,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),24.75,1769.6,0.825,71-80,1782.0
4193-ORFCL,1,Femenino,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,45.1,45.1,1.5033333333333334,0-10,45.1
4194-FJARJ,0,Femenino,0,1,1,54,1,1,DSL,1,0,0,1,0,0,Dos años,0,Transferencia bancaria (automatica),60.0,3273.95,2.0,51-60,3240.0
4194-WHFCB,0,Femenino,0,1,1,59,1,1,Fibra optica,0,1,0,1,0,1,Mensual,1,Transferencia bancaria (automatica),96.65,5580.8,3.2216666666666667,51-60,5702.35
4195-NZGTA,0,Femenino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,25.25,25.25,0.8416666666666667,0-10,25.25
4195-PNGZS,0,Masculino,0,1,1,69,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),24.45,1718.2,0.815,61-70,1687.05
4195-SMMNX,1,Masculino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.35,33.2,0.6783333333333333,0-10,40.7
4198-VFOEA,0,Femenino,0,0,0,12,0,0,DSL,1,0,0,1,0,0,Anual,1,Cheque por correo,33.6,435.45,1.12,11-20,403.20000000000005
4199-QHJNM,0,Masculino,1,1,0,67,1,1,Fibra optica,0,1,0,1,1,1,Dos años,0,Transferencia bancaria (automatica),102.9,6989.7,3.43,61-70,6894.3
4201-JMNGR,1,Femenino,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Mensual,1,Cheque electronico,55.8,55.8,1.8599999999999999,0-10,55.8
4203-QGNZA,0,Femenino,0,0,1,28,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.25,535.35,0.675,21-30,567.0
4208-UFFGW,1,Masculino,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,44.95,85.15,1.4983333333333335,0-10,89.9
4210-QFJMF,1,Femenino,0,0,0,4,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,79.15,317.25,2.6383333333333336,0-10,316.6
4211-MMAZN,1,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.25,20.25,0.675,0-10,20.25
4213-HKBJO,0,Femenino,0,0,0,33,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),25.7,826.1,0.8566666666666667,31-40,848.1
4220-TINQT,0,Femenino,0,1,0,61,1,1,Fibra optica,0,0,1,1,1,1,Mensual,1,Cheque electronico,106.35,6751.35,3.545,61-70,6487.349999999999
4223-BKEOR,0,Femenino,0,0,1,21,1,0,DSL,1,0,1,0,0,1,Anual,0,Cheque por correo,64.85,1336.8,2.1616666666666666,21-30,1361.85
4223-WOZCM,0,Masculino,1,0,0,2,1,0,DSL,0,0,1,0,0,0,Mensual,0,Cheque por correo,49.95,107.1,1.665,0-10,99.9
4226-KKDON,0,Masculino,0,0,0,8,1,0,DSL,0,1,0,1,1,0,Mensual,1,Cheque electronico,66.65,520.95,2.2216666666666667,0-10,533.2
4227-OJHAL,0,Femenino,0,1,1,68,1,1,DSL,1,1,1,0,1,0,Anual,1,Tarjeta de credito (automatica),73.0,5163.0,2.433333333333333,61-70,4964.0
4228-ZGYUW,1,Masculino,0,0,0,4,1,1,Fibra optica,0,1,0,0,0,1,Mensual,1,Cheque electronico,90.05,368.1,3.0016666666666665,0-10,360.2
4229-CZMLL,1,Masculino,0,0,0,6,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.9,469.8,2.496666666666667,0-10,449.40000000000003
4231-LZUYM,0,Femenino,0,1,0,72,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),25.65,1887.0,0.855,71-80,1846.8
4232-JGKIY,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.2,19.2,0.64,0-10,19.2
4234-XTNEA,0,Masculino,0,0,0,2,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,79.95,174.45,2.665,0-10,159.9
4236-UJPWO,0,Femenino,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,24.5,46.4,0.8166666666666667,0-10,49.0
4236-XPXAV,1,Femenino,0,1,1,5,1,0,Fibra optica,0,1,0,1,1,1,Mensual,1,Cheque por correo,99.15,465.05,3.305,0-10,495.75
4237-CLSMM,0,Masculino,0,1,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.0,38.0,0.6666666666666666,0-10,40.0
4237-RLAQD,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por correo,45.85,45.85,1.5283333333333333,0-10,45.85
4238-HFHSN,0,Masculino,1,1,0,61,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,82.15,4904.85,2.7383333333333337,61-70,5011.150000000001
4238-JSSWH,0,Femenino,1,1,0,35,1,1,Fibra optica,0,0,1,0,1,1,Mensual,0,Transferencia bancaria (automatica),102.05,3452.55,3.4016666666666664,31-40,3571.75
4248-HCETZ,1,Masculino,1,1,0,30,1,0,Fibra optica,0,1,1,0,0,0,Mensual,1,Cheque por correo,79.65,2365.15,2.6550000000000002,31-40,2389.5
4248-QPAVC,1,Femenino,1,1,0,17,1,1,Fibra optica,1,0,1,0,0,0,Mensual,1,Transferencia bancaria (automatica),85.35,1463.45,2.8449999999999998,11-20,1450.9499999999998
4250-FDVOU,1,Femenino,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensual,0,Cheque electronico,56.25,389.1,1.875,0-10,337.5
4250-WAROZ,0,Masculino,1,1,1,60,1,1,Fibra optica,1,1,0,0,0,1,Mensual,1,Cheque electronico,93.25,5774.55,3.1083333333333334,61-70,5595.0
4250-ZBWLV,1,Masculino,0,0,0,68,1,1,Fibra optica,0,1,1,1,1,1,Anual,0,Cheque electronico,108.45,7176.55,3.615,61-70,7374.6
4254-QPEDE,0,Femenino,0,1,0,52,0,0,DSL,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),66.25,3330.1,2.2083333333333335,51-60,3445.0
4255-DDUOU,1,Femenino,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,20.5,20.5,0.6833333333333333,0-10,20.5
4256-ZWTZI,0,Femenino,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque por correo,51.0,286.8,1.7,0-10,255.0
4257-GAESD,0,Femenino,0,0,0,6,0,0,DSL,0,0,0,0,1,1,Mensual,0,Tarjeta de credito (automatica),45.0,298.7,1.5,0-10,270.0
4273-MBHYA,0,Femenino,0,0,1,1,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,89.35,89.35,2.978333333333333,0-10,89.35
4274-DRSQT,0,Femenino,0,0,0,66,1,1,Fibra optica,0,1,0,0,1,0,Anual,1,Transferencia bancaria (automatica),88.9,6000.1,2.9633333333333334,61-70,5867.400000000001
4274-OWWYO,1,Masculino,0,0,0,1,1,0,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,74.35,74.35,2.478333333333333,0-10,74.35
4277-BWBML,0,Masculino,0,1,1,72,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),19.95,1322.85,0.6649999999999999,71-80,1436.3999999999999
4277-PVRAN,1,Femenino,0,0,0,8,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Transferencia bancaria (automatica),80.1,679.3,2.67,0-10,640.8
4277-UDIEF,0,Masculino,0,1,1,24,1,1,DSL,1,0,0,1,1,1,Mensual,0,Transferencia bancaria (automatica),81.0,1923.85,2.7,21-30,1944.0
4280-DLSHD,0,Masculino,0,1,0,8,1,0,DSL,0,1,1,0,0,0,Mensual,1,Cheque por correo,54.75,445.85,1.825,0-10,438.0
4282-ACRXS,0,Masculino,1,1,0,38,0,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,24.85,955.75,0.8283333333333334,31-40,944.3000000000001
4282-MSACW,0,Masculino,0,0,0,68,1,1,Fibra optica,1,1,1,1,1,1,Anual,1,Tarjeta de credito (automatica),117.2,8035.95,3.9066666666666667,61-70,7969.6
4282-YMKNA,1,Femenino,0,0,0,9,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.75,706.6,2.4916666666666667,0-10,672.75
4283-FUTGF,1,Masculino,1,0,0,19,1,1,Fibra optica,0,0,1,0,0,0,Mensual,1,Cheque electronico,79.85,1471.75,2.6616666666666666,11-20,1517.1499999999999
4283-IVYCI,0,Masculino,0,0,0,9,1,0,DSL,1,0,0,1,0,1,Mensual,0,Cheque por correo,64.95,547.8,2.165,0-10,584.5500000000001
4285-GYRQC,1,Femenino,0,1,0,7,1,0,Fibra optica,0,0,1,0,1,0,Mensual,1,Cheque electronico,86.25,587.1,2.875,0-10,603.75
4289-DTDKW,1,Masculino,0,1,0,40,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,101.3,4113.1,3.3766666666666665,41-50,4052.0
4290-BSXUX,1,Masculino,0,1,0,3,1,1,Fibra optica,0,0,0,1,0,0,Mensual,1,Transferencia bancaria (automatica),79.65,251.75,2.6550000000000002,0-10,238.95000000000002
4291-HPAXL,0,Masculino,0,0,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.85,19.85,0.6616666666666667,0-10,19.85
